title,price,area_sqm,bedrooms,bathrooms,property_type,furnishing,location,description,url,scraped_at,source,price_per_sqm,log_price,city
Villa in Alexandria,6287336,330,6,5,Villa,Unfurnished,Alexandria,"Beautiful villa in Alexandria. 6 bedrooms, 5 bathrooms, 330 sqm. Unfurnished.",https://example.com/property/100,2026-05-04T18:39:28.475798,sample,19052.533333333333,15.654048168600808,Alexandria
Townhouse in New Cairo,3129420,168,4,5,Townhouse,Unfurnished,New Cairo,"Beautiful townhouse in New Cairo. 4 bedrooms, 5 bathrooms, 168 sqm. Unfurnished.",https://example.com/property/101,2026-05-04T18:39:28.475801,sample,18627.5,14.956358561379123,Cairo
Townhouse in Cairo,3453873,200,5,5,Townhouse,Semi-furnished,Cairo,"Beautiful townhouse in Cairo. 5 bedrooms, 5 bathrooms, 200 sqm. Semi-furnished.",https://example.com/property/102,2026-05-04T18:39:28.475805,sample,17269.365,15.055007057579248,Cairo
Villa in Alexandria,4434395,214,5,4,Villa,Unfurnished,Alexandria,"Beautiful villa in Alexandria. 5 bedrooms, 4 bathrooms, 214 sqm. Unfurnished.",https://example.com/property/103,2026-05-04T18:39:28.475808,sample,20721.471962616823,15.304901975048718,Alexandria
Duplex in Cairo,2530162,130,4,5,Duplex,Semi-furnished,Cairo,"Beautiful duplex in Cairo. 4 bedrooms, 5 bathrooms, 130 sqm. Semi-furnished.",https://example.com/property/104,2026-05-04T18:39:28.475811,sample,19462.784615384615,14.743794285505851,Cairo
Studio in Sheikh Zayed,762427,48,0,1,Studio,Furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 48 sqm. Furnished.",https://example.com/property/105,2026-05-04T18:39:28.475814,sample,15883.895833333334,13.544263356775758,Sheikh Zayed
Duplex in 6th October,3423079,189,3,2,Duplex,Unfurnished,6th October,"Beautiful duplex in 6th October. 3 bedrooms, 2 bathrooms, 189 sqm. Unfurnished.",https://example.com/property/106,2026-05-04T18:39:28.475818,sample,18111.5291005291,15.046051288550933,6th October
Studio in Cairo,468088,45,0,1,Studio,Unfurnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 45 sqm. Unfurnished.",https://example.com/property/107,2026-05-04T18:39:28.475820,sample,10401.955555555556,13.056413727759754,Cairo
Villa in Cairo,4972015,208,6,7,Villa,Unfurnished,Cairo,"Beautiful villa in Cairo. 6 bedrooms, 7 bathrooms, 208 sqm. Unfurnished.",https://example.com/property/108,2026-05-04T18:39:28.475824,sample,23903.91826923077,15.419335949628477,Cairo
Studio in New Cairo,759101,58,0,1,Studio,Semi-furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 58 sqm. Semi-furnished.",https://example.com/property/109,2026-05-04T18:39:28.475829,sample,13087.948275862069,13.539891434700374,Cairo
Studio in 6th October,457277,38,0,1,Studio,Semi-furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 38 sqm. Semi-furnished.",https://example.com/property/110,2026-05-04T18:39:28.475832,sample,12033.605263157895,13.033046800026181,6th October
Villa in Sheikh Zayed,5280761,173,5,5,Villa,Furnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 5 bedrooms, 5 bathrooms, 173 sqm. Furnished.",https://example.com/property/111,2026-05-04T18:39:28.475836,sample,30524.630057803468,15.479580963451395,Sheikh Zayed
Villa in Alexandria,7741130,375,5,6,Villa,Semi-furnished,Alexandria,"Beautiful villa in Alexandria. 5 bedrooms, 6 bathrooms, 375 sqm. Semi-furnished.",https://example.com/property/112,2026-05-04T18:39:28.475840,sample,20643.013333333332,15.862058358921841,Alexandria
Apartment in New Cairo,2732901,159,3,2,Apartment,Unfurnished,New Cairo,"Beautiful apartment in New Cairo. 3 bedrooms, 2 bathrooms, 159 sqm. Unfurnished.",https://example.com/property/113,2026-05-04T18:39:28.475844,sample,17188.056603773584,14.820874606235824,Cairo
Duplex in Giza,2524938,175,3,3,Duplex,Unfurnished,Giza,"Beautiful duplex in Giza. 3 bedrooms, 3 bathrooms, 175 sqm. Unfurnished.",https://example.com/property/114,2026-05-04T18:39:28.475847,sample,14428.217142857144,14.741727461983936,Giza
Studio in Alexandria,486810,57,0,1,Studio,Unfurnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 57 sqm. Unfurnished.",https://example.com/property/115,2026-05-04T18:39:28.475851,sample,8540.526315789473,13.095631236389101,Alexandria
Townhouse in Sheikh Zayed,2405450,148,2,3,Townhouse,Semi-furnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 2 bedrooms, 3 bathrooms, 148 sqm. Semi-furnished.",https://example.com/property/116,2026-05-04T18:39:28.475854,sample,16253.04054054054,14.693247969928725,Sheikh Zayed
Apartment in Sheikh Zayed,2070273,151,2,2,Apartment,Semi-furnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 2 bedrooms, 2 bathrooms, 151 sqm. Semi-furnished.",https://example.com/property/117,2026-05-04T18:39:28.475857,sample,13710.417218543047,14.543191523631553,Sheikh Zayed
Studio in 6th October,345603,43,0,1,Studio,Semi-furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 43 sqm. Semi-furnished.",https://example.com/property/118,2026-05-04T18:39:28.475860,sample,8037.279069767442,12.753048889919132,6th October
Apartment in Giza,2646144,181,3,3,Apartment,Furnished,Giza,"Beautiful apartment in Giza. 3 bedrooms, 3 bathrooms, 181 sqm. Furnished.",https://example.com/property/119,2026-05-04T18:39:28.475863,sample,14619.580110497238,14.788614421853246,Giza
Duplex in Sheikh Zayed,2827340,167,3,2,Duplex,Furnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 3 bedrooms, 2 bathrooms, 167 sqm. Furnished.",https://example.com/property/120,2026-05-04T18:39:28.475866,sample,16930.17964071856,14.854847251969504,Sheikh Zayed
Studio in Giza,544089,60,0,1,Studio,Unfurnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 60 sqm. Unfurnished.",https://example.com/property/121,2026-05-04T18:39:28.475869,sample,9068.15,13.206869953330669,Giza
Studio in Sheikh Zayed,651101,59,0,1,Studio,Semi-furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 59 sqm. Semi-furnished.",https://example.com/property/122,2026-05-04T18:39:28.475872,sample,11035.610169491525,13.386421590945009,Sheikh Zayed
Duplex in Alexandria,2976319,140,2,2,Duplex,Semi-furnished,Alexandria,"Beautiful duplex in Alexandria. 2 bedrooms, 2 bathrooms, 140 sqm. Semi-furnished.",https://example.com/property/123,2026-05-04T18:39:28.475875,sample,21259.42142857143,14.90619819603624,Alexandria
Duplex in New Cairo,3945679,173,4,2,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 4 bedrooms, 2 bathrooms, 173 sqm. Furnished.",https://example.com/property/124,2026-05-04T18:39:28.475878,sample,22807.393063583815,15.188131867496814,Cairo
Apartment in 6th October,1588078,167,1,1,Apartment,Semi-furnished,6th October,"Beautiful apartment in 6th October. 1 bedrooms, 1 bathrooms, 167 sqm. Semi-furnished.",https://example.com/property/125,2026-05-04T18:39:28.475883,sample,9509.449101796406,14.278035667662653,6th October
Duplex in Giza,3059286,226,3,1,Duplex,Unfurnished,Giza,"Beautiful duplex in Giza. 3 bedrooms, 1 bathrooms, 226 sqm. Unfurnished.",https://example.com/property/126,2026-05-04T18:39:28.475886,sample,13536.663716814159,14.933692440242375,Giza
Villa in 6th October,3666432,259,3,3,Villa,Unfurnished,6th October,"Beautiful villa in 6th October. 3 bedrooms, 3 bathrooms, 259 sqm. Unfurnished.",https://example.com/property/127,2026-05-04T18:39:28.475890,sample,14156.108108108108,15.114729812791138,6th October
Villa in New Cairo,7678280,311,4,3,Villa,Semi-furnished,New Cairo,"Beautiful villa in New Cairo. 4 bedrooms, 3 bathrooms, 311 sqm. Semi-furnished.",https://example.com/property/128,2026-05-04T18:39:28.475893,sample,24689.003215434084,15.853906251945602,Cairo
Apartment in Alexandria,1357262,98,3,1,Apartment,Furnished,Alexandria,"Beautiful apartment in Alexandria. 3 bedrooms, 1 bathrooms, 98 sqm. Furnished.",https://example.com/property/129,2026-05-04T18:39:28.475898,sample,13849.612244897959,14.120980729913022,Alexandria
Villa in Sheikh Zayed,9395946,335,5,4,Villa,Semi-furnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 5 bedrooms, 4 bathrooms, 335 sqm. Semi-furnished.",https://example.com/property/130,2026-05-04T18:39:28.475901,sample,28047.6,16.055788984046863,Sheikh Zayed
Villa in 6th October,6059037,304,6,4,Villa,Unfurnished,6th October,"Beautiful villa in 6th October. 6 bedrooms, 4 bathrooms, 304 sqm. Unfurnished.",https://example.com/property/131,2026-05-04T18:39:28.475904,sample,19931.042763157893,15.61706159956945,6th October
Apartment in Cairo,1855147,62,3,3,Apartment,Furnished,Cairo,"Beautiful apartment in Cairo. 3 bedrooms, 3 bathrooms, 62 sqm. Furnished.",https://example.com/property/132,2026-05-04T18:39:28.475908,sample,29921.725806451614,14.433475035207646,Cairo
Townhouse in 6th October,2083731,137,3,2,Townhouse,Unfurnished,6th October,"Beautiful townhouse in 6th October. 3 bedrooms, 2 bathrooms, 137 sqm. Unfurnished.",https://example.com/property/133,2026-05-04T18:39:28.475911,sample,15209.715328467153,14.549671074737486,6th October
Studio in Alexandria,548334,52,0,1,Studio,Semi-furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 52 sqm. Semi-furnished.",https://example.com/property/134,2026-05-04T18:39:28.475914,sample,10544.884615384615,13.214641693022559,Alexandria
Apartment in Cairo,1848934,193,1,1,Apartment,Unfurnished,Cairo,"Beautiful apartment in Cairo. 1 bedrooms, 1 bathrooms, 193 sqm. Unfurnished.",https://example.com/property/135,2026-05-04T18:39:28.475918,sample,9579.968911917098,14.430120355613969,Cairo
Studio in New Cairo,491286,49,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 49 sqm. Furnished.",https://example.com/property/136,2026-05-04T18:39:28.475920,sample,10026.244897959185,13.104783757395502,Cairo
Apartment in New Cairo,2944534,114,4,5,Apartment,Furnished,New Cairo,"Beautiful apartment in New Cairo. 4 bedrooms, 5 bathrooms, 114 sqm. Furnished.",https://example.com/property/137,2026-05-04T18:39:28.475923,sample,25829.245614035088,14.895461467864296,Cairo
Duplex in 6th October,2904839,151,4,5,Duplex,Unfurnished,6th October,"Beautiful duplex in 6th October. 4 bedrooms, 5 bathrooms, 151 sqm. Unfurnished.",https://example.com/property/138,2026-05-04T18:39:28.475926,sample,19237.344370860927,14.881888869298662,6th October
Duplex in New Cairo,2159792,118,3,2,Duplex,Unfurnished,New Cairo,"Beautiful duplex in New Cairo. 3 bedrooms, 2 bathrooms, 118 sqm. Unfurnished.",https://example.com/property/139,2026-05-04T18:39:28.475930,sample,18303.322033898305,14.585522941734707,Cairo
Studio in Cairo,409811,45,0,1,Studio,Furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 45 sqm. Furnished.",https://example.com/property/140,2026-05-04T18:39:28.475932,sample,9106.91111111111,12.923453796935076,Cairo
Villa in New Cairo,7440718,284,5,4,Villa,Semi-furnished,New Cairo,"Beautiful villa in New Cairo. 5 bedrooms, 4 bathrooms, 284 sqm. Semi-furnished.",https://example.com/property/141,2026-05-04T18:39:28.475935,sample,26199.711267605635,15.822478041924898,Cairo
Apartment in Giza,2063080,160,1,2,Apartment,Furnished,Giza,"Beautiful apartment in Giza. 1 bedrooms, 2 bathrooms, 160 sqm. Furnished.",https://example.com/property/142,2026-05-04T18:39:28.475939,sample,12894.25,14.539711054491528,Giza
Villa in Alexandria,5132827,151,6,6,Villa,Furnished,Alexandria,"Beautiful villa in Alexandria. 6 bedrooms, 6 bathrooms, 151 sqm. Furnished.",https://example.com/property/143,2026-05-04T18:39:28.475942,sample,33992.23178807947,15.451167332311618,Alexandria
Duplex in Giza,4126821,196,4,4,Duplex,Semi-furnished,Giza,"Beautiful duplex in Giza. 4 bedrooms, 4 bathrooms, 196 sqm. Semi-furnished.",https://example.com/property/144,2026-05-04T18:39:28.475945,sample,21055.20918367347,15.233018177201224,Giza
Duplex in Alexandria,2326615,122,3,4,Duplex,Semi-furnished,Alexandria,"Beautiful duplex in Alexandria. 3 bedrooms, 4 bathrooms, 122 sqm. Semi-furnished.",https://example.com/property/145,2026-05-04T18:39:28.475949,sample,19070.614754098362,14.659925409329036,Alexandria
Apartment in Giza,1708389,104,1,2,Apartment,Semi-furnished,Giza,"Beautiful apartment in Giza. 1 bedrooms, 2 bathrooms, 104 sqm. Semi-furnished.",https://example.com/property/146,2026-05-04T18:39:28.475952,sample,16426.81730769231,14.351061964502208,Giza
Studio in New Cairo,455923,43,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 43 sqm. Furnished.",https://example.com/property/147,2026-05-04T18:39:28.475955,sample,10602.860465116279,13.030081407939424,Cairo
Studio in Sheikh Zayed,795459,59,0,1,Studio,Furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 59 sqm. Furnished.",https://example.com/property/148,2026-05-04T18:39:28.475957,sample,13482.35593220339,13.586675842654774,Sheikh Zayed
Villa in New Cairo,7367011,326,4,3,Villa,Semi-furnished,New Cairo,"Beautiful villa in New Cairo. 4 bedrooms, 3 bathrooms, 326 sqm. Semi-furnished.",https://example.com/property/149,2026-05-04T18:39:28.475961,sample,22598.193251533743,15.812522754549194,Cairo
Studio in 6th October,467152,49,0,1,Studio,Semi-furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 49 sqm. Semi-furnished.",https://example.com/property/150,2026-05-04T18:39:28.475963,sample,9533.714285714286,13.054412106120635,6th October
Townhouse in 6th October,2161305,174,5,3,Townhouse,Semi-furnished,6th October,"Beautiful townhouse in 6th October. 5 bedrooms, 3 bathrooms, 174 sqm. Semi-furnished.",https://example.com/property/151,2026-05-04T18:39:28.475967,sample,12421.293103448275,14.586223226575129,6th October
Villa in Cairo,6618091,375,6,6,Villa,Unfurnished,Cairo,"Beautiful villa in Cairo. 6 bedrooms, 6 bathrooms, 375 sqm. Unfurnished.",https://example.com/property/152,2026-05-04T18:39:28.475970,sample,17648.242666666665,15.70531766884788,Cairo
Duplex in 6th October,2588816,132,3,4,Duplex,Semi-furnished,6th October,"Beautiful duplex in 6th October. 3 bedrooms, 4 bathrooms, 132 sqm. Semi-furnished.",https://example.com/property/153,2026-05-04T18:39:28.475974,sample,19612.242424242424,14.766711572573822,6th October
Villa in New Cairo,7405003,301,6,7,Villa,Unfurnished,New Cairo,"Beautiful villa in New Cairo. 6 bedrooms, 7 bathrooms, 301 sqm. Unfurnished.",https://example.com/property/154,2026-05-04T18:39:28.475977,sample,24601.338870431893,15.817666545859447,Cairo
Townhouse in 6th October,2770834,263,3,1,Townhouse,Unfurnished,6th October,"Beautiful townhouse in 6th October. 3 bedrooms, 1 bathrooms, 263 sqm. Unfurnished.",https://example.com/property/155,2026-05-04T18:39:28.475981,sample,10535.490494296579,14.834659276781716,6th October
Villa in New Cairo,6209765,187,6,7,Villa,Furnished,New Cairo,"Beautiful villa in New Cairo. 6 bedrooms, 7 bathrooms, 187 sqm. Furnished.",https://example.com/property/156,2026-05-04T18:39:28.475985,sample,33207.29946524064,15.641633772040288,Cairo
Apartment in New Cairo,1740759,107,4,2,Apartment,Semi-furnished,New Cairo,"Beautiful apartment in New Cairo. 4 bedrooms, 2 bathrooms, 107 sqm. Semi-furnished.",https://example.com/property/157,2026-05-04T18:39:28.475988,sample,16268.775700934579,14.369832357438588,Cairo
Townhouse in Cairo,1881871,134,4,3,Townhouse,Semi-furnished,Cairo,"Beautiful townhouse in Cairo. 4 bedrooms, 3 bathrooms, 134 sqm. Semi-furnished.",https://example.com/property/158,2026-05-04T18:39:28.475992,sample,14043.813432835821,14.447777584062099,Cairo
Apartment in Alexandria,2777226,179,4,4,Apartment,Furnished,Alexandria,"Beautiful apartment in Alexandria. 4 bedrooms, 4 bathrooms, 179 sqm. Furnished.",https://example.com/property/159,2026-05-04T18:39:28.475995,sample,15515.22905027933,14.836963505836177,Alexandria
Townhouse in New Cairo,3129336,226,4,2,Townhouse,Semi-furnished,New Cairo,"Beautiful townhouse in New Cairo. 4 bedrooms, 2 bathrooms, 226 sqm. Semi-furnished.",https://example.com/property/160,2026-05-04T18:39:28.475998,sample,13846.61946902655,14.95633171899282,Cairo
Townhouse in 6th October,1882550,158,5,5,Townhouse,Semi-furnished,6th October,"Beautiful townhouse in 6th October. 5 bedrooms, 5 bathrooms, 158 sqm. Semi-furnished.",https://example.com/property/161,2026-05-04T18:39:28.476001,sample,11914.87341772152,14.44813832992268,6th October
Villa in Cairo,6128211,229,6,7,Villa,Semi-furnished,Cairo,"Beautiful villa in Cairo. 6 bedrooms, 7 bathrooms, 229 sqm. Semi-furnished.",https://example.com/property/162,2026-05-04T18:39:28.476005,sample,26760.74672489083,15.628413585104422,Cairo
Villa in Sheikh Zayed,12934434,370,6,4,Villa,Furnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 6 bedrooms, 4 bathrooms, 370 sqm. Furnished.",https://example.com/property/163,2026-05-04T18:39:28.476008,sample,34957.92972972973,16.37540369271012,Sheikh Zayed
Duplex in Cairo,3215873,194,3,3,Duplex,Unfurnished,Cairo,"Beautiful duplex in Cairo. 3 bedrooms, 3 bathrooms, 194 sqm. Unfurnished.",https://example.com/property/164,2026-05-04T18:39:28.476012,sample,16576.664948453606,14.983609729408995,Cairo
Townhouse in New Cairo,3037713,152,3,4,Townhouse,Unfurnished,New Cairo,"Beautiful townhouse in New Cairo. 3 bedrooms, 4 bathrooms, 152 sqm. Unfurnished.",https://example.com/property/165,2026-05-04T18:39:28.476016,sample,19984.95394736842,14.926615816824166,Cairo
Studio in New Cairo,584081,42,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 42 sqm. Furnished.",https://example.com/property/166,2026-05-04T18:39:28.476018,sample,13906.690476190477,13.277796662912571,Cairo
Villa in 6th October,8438747,341,6,7,Villa,Unfurnished,6th October,"Beautiful villa in 6th October. 6 bedrooms, 7 bathrooms, 341 sqm. Unfurnished.",https://example.com/property/167,2026-05-04T18:39:28.476022,sample,24747.058651026393,15.948344514336263,6th October
Duplex in New Cairo,3883233,152,3,2,Duplex,Unfurnished,New Cairo,"Beautiful duplex in New Cairo. 3 bedrooms, 2 bathrooms, 152 sqm. Unfurnished.",https://example.com/property/168,2026-05-04T18:39:28.476025,sample,25547.58552631579,15.172178869581574,Cairo
Apartment in New Cairo,1517013,130,1,1,Apartment,Unfurnished,New Cairo,"Beautiful apartment in New Cairo. 1 bedrooms, 1 bathrooms, 130 sqm. Unfurnished.",https://example.com/property/169,2026-05-04T18:39:28.476027,sample,11669.33076923077,14.23225448702902,Cairo
Studio in Sheikh Zayed,538232,48,0,1,Studio,Furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 48 sqm. Furnished.",https://example.com/property/170,2026-05-04T18:39:28.476030,sample,11213.166666666666,13.196046830891323,Sheikh Zayed
Duplex in Sheikh Zayed,5900464,227,4,4,Duplex,Furnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 4 bedrooms, 4 bathrooms, 227 sqm. Furnished.",https://example.com/property/171,2026-05-04T18:39:28.476033,sample,25993.23348017621,15.590541719329645,Sheikh Zayed
Apartment in Cairo,2296161,190,1,2,Apartment,Furnished,Cairo,"Beautiful apartment in Cairo. 1 bedrooms, 2 bathrooms, 190 sqm. Furnished.",https://example.com/property/172,2026-05-04T18:39:28.476036,sample,12085.057894736841,14.64674959142382,Cairo
